hour,heat_demand_mw,price_eur_per_mwh,p_ch_mw,p_dis_mw,level_mwh,elec_to_heater_mw,heater_heat_mw,boiler_heat_mw,unmet_heat_mw,electricity_cost_eur,fuel_cost_eur,carbon_cost_eur,penalty_cost_eur,emissions_tco2,heat_balance_residual_mw
8395,10.0,54.76573314780745,0.0,5.3829634068201555,29.976679494601335,4.663673326444288,4.6170365931798445,0.0,0.0,255.4094888845954,0.0,0.0,0.0,0.0,0.0
8396,10.0,53.02309896425929,0.0,0.0,29.946702815106732,10.1010101010101,10.0,0.0,0.0,535.5868582248413,0.0,0.0,0.0,0.0,0.0
8397,10.0,50.67788977530886,0.0,0.0,29.916756112291626,10.1010101010101,10.0,0.0,0.0,511.8978765182713,0.0,0.0,0.0,0.0,0.0
8398,10.0,58.37107866247806,0.0,9.143196058229677,20.26242245277967,0.0,0.0,0.8568039417703233,0.0,0.0,34.27215767081293,13.845951699008424,0.0,0.1730743962376053,0.0
8399,10.0,54.87159522971767,0.0,0.0,20.24216003032689,10.1010101010101,10.0,0.0,0.0,554.2585376739158,0.0,0.0,0.0,0.0,0.0
8400,10.0,70.88322933342944,0.0,8.721997132639082,11.040868256992269,0.0,0.0,1.278002867360918,0.0,0.0,51.12011469443672,20.65252633655244,0.0,0.2581565792069055,0.0
8401,10.0,56.93107516317539,0.0,7.280201239920724,3.3664576625029357,0.0,0.0,2.719798760079276,0.0,0.0,108.79195040317103,43.95194796288109,0.0,0.5493993495360137,0.0
8402,10.0,49.361190653829325,4.85,0.0,7.9705912048404315,15.0,14.85,0.0,0.0,740.4178598074399,0.0,0.0,0.0,0.0,0.0
8403,10.0,43.779948893618055,4.85,0.0,12.570120613635591,15.0,14.85,0.0,0.0,656.6992334042708,0.0,0.0,0.0,0.0,0.0
8404,10.0,29.741036399748555,4.85,0.0,17.165050493021955,15.0,14.85,0.0,0.0,446.1155459962283,0.0,0.0,0.0,0.0,0.0
8405,10.0,43.114789365290356,4.85,0.0,21.75538544252893,15.0,14.85,0.0,0.0,646.7218404793554,0.0,0.0,0.0,0.0,0.0
8406,10.0,40.47005214328833,4.85,0.0,26.3411300570864,15.0,14.85,0.0,0.0,607.050782149325,0.0,0.0,0.0,0.0,0.0
8407,10.0,32.08325244916091,4.85,0.0,30.92228892702931,15.0,14.85,0.0,0.0,481.24878673741364,0.0,0.0,0.0,0.0,0.0
8408,10.0,31.20104112674987,4.85,0.0,35.49886663810228,15.0,14.85,0.0,0.0,468.01561690124805,0.0,0.0,0.0,0.0,0.0
8409,10.0,42.230763520352475,4.85,0.0,40.07086777146418,15.0,14.85,0.0,0.0,633.4614528052871,0.0,0.0,0.0,0.0,0.0
8410,10.0,39.7610381629459,4.85,0.0,44.63829690369272,15.0,14.85,0.0,0.0,596.4155724441886,0.0,0.0,0.0,0.0,0.0
8411,10.0,49.167716195937615,4.85,0.0,49.20115860678903,15.0,14.85,0.0,0.0,737.5157429390642,0.0,0.0,0.0,0.0,0.0
